name;address;visit_duration;long;lat;category_slug;shortdescription;longdescription;contact;opening;tarif;illustration
Giraudet Bellecour;{'postalCode': '69002', 'streetAddress': '2 rue du Colonel Chambonnet', 'addressCountry': 'FR', 'addressLocality': 'Lyon 2ème'};45;4.830036;45.758721;restaurants;Spécialiste de la quenelle moulée à la cuillère, la Maison Giraudet cest aussi des sauces et soupes fraîches, ainsi que des ravioles artisanales. Elle vous propose dans ses boutiques de découvrir tout son savoir faire, à déguster sur place ou à emporter.;Depuis 1910, la Maison GIRAUDET est la spécialiste de la quenelle à la semoule de blé dur, plat typique de la région de Bourg-en-Bresse, qu’elle a su décliner en plus de 30 recettes originales.     En perpétuelle quête d’innovation, son savoir-faire a permis de développer en parallèle, toute une gamme de sauces, ainsi que 120 recettes de soupes fraîches, dont la carte évolue au fil des saisons.    La fabrication a lieu à Bourg-en-Bresse dans lAin où la visite est possible.;[{'Téléphone': '04 72 77 98 58'}, {'Mél': 'boutiquebellecour@giraudet.fr'}, {'Site web (URL)': 'http://www.giraudet.fr'}, {'Google My Business': 'https://g.co/kgs/P4zwHh'}];Toute l'année, tous les mardis, mercredis, jeudis, vendredis et samedis de 10h à 19h. Service restauration de 12h à 14h30.;A la carte : de 11,90 à 15,80 € Petit déjeuner : 8,90 € Bouteille deau : 3,10 € Café : 2,20 € Vins : 4,90 €. ;[{'url': 'http://static.apidae-tourisme.com/filestore/objets-touristiques/images/244/255/10223604.jpg', 'taille': 4658913, 'hauteur': 1585, 'largeur': 1920, 'urlFiche': 'http://static.apidae-tourisme.com/filestore/objets-touristiques/images/244/255/10223604-fiche.jpg'}]
Substrat Restaurant;{'postalCode': '69004', 'streetAddress': '7 rue Pailleron', 'addressCountry': 'FR', 'addressLocality': 'Lyon 4ème'};45;4.83389099999999;45.779461;restaurants;Dans une ambiance bistrot à l’architecture croisée d’un atelier d’artisan et d’une maison de campagne, le Substrat propose une cuisine de goût articulée autour des produits de la cueillette mettant à l’honneur les producteurs, le tout arrosé de vins.;Les menus changent chaque semaine et sinspirent quotidiennement du marché et de la saisonnalité.     La cuisine est articulée autour des produits de la cueillette et met à lhonneur les herbes, les produits potagers et les champignons, mais aussi les sauces, jus et bouillons.     Léquipe cherche à préserver lesprit de bistrot, la cuisine canaille et lyonnaise tout en allégeant et modernisant nos assiettes.    Le restaurant propose des vins à prix modéré, au verre ou à la bouteille, pour plus de plaisir. Les vignerons qui sont sélectionnés ont tous choisi de travailler en respectant leur terroir. Le travail des sols, l’abandon d’engrais chimiques ou de pesticides sont autant de valeurs ajoutées à leur vin. Certains vinifient également en nature, ce qui rend le vin plus capricieux, parfois fragile mais d’une grande buvabilité et c’est avant tout ce que le restaurant recherche. Prenez le temps de déguster et d’échanger avec nous pour découvrir ensemble le vin qui vous séduira le plus.    Létablissement est adapté aux régimes alimentaires sans gluten, sans lactose, végétarien et végétalien.;[{'Téléphone': '04 78 29 14 93'}, {'Mél': 'substrat@abcdugout.com'}, {'Site web (URL)': 'https://www.instagram.com/substrat.restaurant/'}, {'Site web (URL)': 'http://www.substrat-restaurant.com/'}, {'Page facebook': 'https://www.facebook.com/substrat.restaurant/'}];Toute l'année  Ouverture le lundi, mardi, jeudi, vendredi et samedi de 19h30 à 22h. Le mardi, vendredi et samedi de 12h à 14h. Fermetures exceptionnelles les 1er janvier, 1er mai, 15 août et 25 décembre.;Menu adulte : de 37 à 76 € Menu enfant : pas de menu enfant. ;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/193/84/10441921.jpg', 'taille': 504997, 'hauteur': 780, 'largeur': 1920, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/193/84/10441921-fiche.jpg'}]
La Tête de Lard;{'postalCode': '69001', 'streetAddress': '13 rue Désirée', 'addressCountry': 'FR', 'addressLocality': 'Lyon 1er'};45;4.835449;45.768494;restaurants;Le restaurant vous propose de découvrir toutes ses spécialités lyonnaises. Dans ce cadre typique, vous serez immédiatement à l’aise, prêts à passer un moment de convivialité.;La Tête de Lard, dans le 1er arrondissement, vous propose de découvrir toutes ses spécialités lyonnaises !     De nombreux menus vous sont proposés, la carte pleine de saveurs vous fera découvrir ou redécouvrir des plats oubliés.    Le restaurant est proche de lOpéra de Lyon, et de toutes commodités.;[{'Téléphone': '04 78 27 96 80'}, {'Mél': 'contact@latetedelard.fr'}, {'Site web (URL)': 'https://www.bouchonlatetedelard.fr/'}];Toute l'année  Ouverture le mercredi, jeudi, vendredi et samedi de 12h à 13h30 et de 19h à 21h30.;A la carte : de 9 à 18 € Menu adulte : à partir de 28 € (Le soir et le samedi midi) Menu du jour : à partir de 20 €.   Les entrées : de 9€ à 15€  Les plats : de 14€ 18€  Le dessert ou fromage : 6€.;[{'url': 'http://static.apidae-tourisme.com/filestore/objets-touristiques/images/24/1/10223896.jpg', 'taille': 390512, 'hauteur': 1200, 'largeur': 1800, 'urlFiche': 'http://static.apidae-tourisme.com/filestore/objets-touristiques/images/24/1/10223896-fiche.jpg'}, {'url': 'http://static.apidae-tourisme.com/filestore/objets-touristiques/images/28/1/10223900.jpg', 'taille': 310516, 'hauteur': 1200, 'largeur': 1800, 'urlFiche': 'http://static.apidae-tourisme.com/filestore/objets-touristiques/images/28/1/10223900-fiche.jpg'}, {'url': 'http://static.apidae-tourisme.com/filestore/objets-touristiques/images/44/1/10223916.jpg', 'taille': 246814, 'hauteur': 1800, 'largeur': 1200, 'urlFiche': 'http://static.apidae-tourisme.com/filestore/objets-touristiques/images/44/1/10223916-fiche.jpg'}]
Les Culottes Longues;{'postalCode': '69002', 'streetAddress': '42 rue Sala', 'addressCountry': 'FR', 'addressLocality': 'Lyon 2ème'};45;4.831817;45.754853;restaurants;Non loin de Bellecour, aux Culottes Longues, David vous propose sa vision de la cuisine : assiettes authentiques et généreuses façon grand-mère ou plus culottées mais toujours dans le respect du produit.;A midi, fraîcheur des produits oblige, un menu du jour. Le soir vous prendrez votre temps autour du menu lyonnais ou de la carte.    Authentique bouchon lyonnais, Les Culottes Longues est situé à deux pas de la place Bellecour dans le quartier d’Ainay, ancien repère des antiquaires. Dans un cadre convivial et rustique, difficile de passer à côté de cette magnifique culotte encadrée au mur. L’accès à la salle qui se trouve à l’étage se fait par un escalier en colimaçon tout en bois au centre de la pièce.    Créé en 1995 par François Paillet, David Cano a d’abord travaillé comme commis dans ce restaurant. Puis il a monté les différents grades et est ensuite devenu chef. C’est alors qu’il a décidé de racheter le bouchon en 2005. Ce défenseur de la tradition culinaire lyonnaise essaie sans cesse de nouvelles choses pour s’améliorer et progresser.    Impossible de ne pas succomber à sa salade lyonnaise, son saucisson ou son foie de veau. Réputé pour sa bonne chère, les maîtres mots de ce bouchon sont terroir, saison et région. Ambiance chaleureuse et traditionnelle sont de mise dans ce lieu si sympathique.;[{'Téléphone': '04 78 37 13 00'}, {'Tripadvisor': 'https://www.tripadvisor.fr/Restaurant_Review-g187265-d1194968-Reviews-Les_Culottes_Longues-Lyon_Rhone_Auvergne_Rhone_Alpes.html'}, {'Page facebook': 'https://www.facebook.com/LesCulottesLongues/'}];Toute l'année  Ouverture le mardi, mercredi, jeudi, vendredi et samedi de 12h à 15h et de 20h à 23h. Fermetures exceptionnelles les 1er janvier, Lundi de Pâques, Jeudi de l'Ascension, Lundi de Pentecôte, 1er mai, 8 mai, 14 juillet, 15 août, 1er novembre, 11 novembre et 25 décembre.;A la carte : de 8 à 27 €  Menu du jour : de 11 à 16,50 €.;[{'url': 'http://static.apidae-tourisme.com/filestore/objets-touristiques/images/151/153/9279895.jpg', 'taille': 531413, 'hauteur': 1200, 'largeur': 1798, 'urlFiche': 'http://static.apidae-tourisme.com/filestore/objets-touristiques/images/151/153/9279895-fiche.jpg'}, {'url': 'http://static.apidae-tourisme.com/filestore/objets-touristiques/images/153/153/9279897.jpg', 'taille': 699136, 'hauteur': 1200, 'largeur': 1798, 'urlFiche': 'http://static.apidae-tourisme.com/filestore/objets-touristiques/images/153/153/9279897-fiche.jpg'}, {'url': 'http://static.apidae-tourisme.com/filestore/objets-touristiques/images/154/153/9279898.jpg', 'taille': 594491, 'hauteur': 1200, 'largeur': 1798, 'urlFiche': 'http://static.apidae-tourisme.com/filestore/objets-touristiques/images/154/153/9279898-fiche.jpg'}, {'url': 'http://static.apidae-tourisme.com/filestore/objets-touristiques/images/155/153/9279899.jpg', 'taille': 484598, 'hauteur': 1800, 'largeur': 1200, 'urlFiche': 'http://static.apidae-tourisme.com/filestore/objets-touristiques/images/155/153/9279899-fiche.jpg'}]
Grand Café des Négociants;{'postalCode': '69002', 'streetAddress': '1 place Francisque Régaud', 'addressCountry': 'FR', 'addressLocality': 'Lyon 2ème'};45;4.834435;45.763234;restaurants;Créé en 1864, le Grand Café des Négociants vous propose un savoureux mélange de tradition et de modernité. A chaque moment de la journée, la brasserie met en scène vos envies.;Le style Second empire caractérisé par ses faux plafonds moulurés et peints ainsi que ses nombreux miroirs lui confère une ambiance cosy et chaleureuse.     A chaque moment de la journée, la brasserie met en scène vos envies : le petit-déjeuner dès 7h, les formules 2 ou 3 plats au déjeuner, le fameux chocolat chaud ou une coupe de glaces artisanales dans laprès midi, un cocktail création de notre chef barman à lapéritif, un menu tradition ou lyonnais au souper, et lensemble de la carte de restaurant à déguster après spectacle jusquà minuit.    La carte est à limage des Négociants, un compromis entre les réminiscences de la cuisine des Mères Lyonnaises et loriginalité des associations imaginées par notre Chef de Cuisine. Le Grand Café des Négociants…une brasserie, une institution, un lieu incontournable depuis 1864.;[{'Téléphone': '04 78 42 50 05'}, {'Tripadvisor': 'https://www.tripadvisor.fr/Restaurant_Review-g187265-d778109-Reviews-Le_Grand_Cafe_Des_Negociants-Lyon_Rhone_Auvergne_Rhone_Alpes.html'}, {'Mél': 'negociants@lesnegociants.com'}, {'Site web (URL)': 'http://www.lesnegociants.com'}, {'Fax': '04 72 40 08 24'}, {'Page facebook': 'https://www.facebook.com/grandcafedesnegociantslyon/'}];Toute l'année, tous les jours de 7h à 3h. Restauration non-stop de 12h à minuit.;Menu adulte : de 42 à 65 € Menu enfant : 15 € (moins de 12 ans) Plat du jour : 15,50 € Menu du jour : de 24,50 à 28,50 € (du lundi au vendredi).   Tarif groupe à partir de 20 personnes.;[{'url': 'http://static.apidae-tourisme.com/filestore/objets-touristiques/images/99/35/10167139.jpg', 'taille': 1980766, 'hauteur': 1868, 'largeur': 2800, 'urlFiche': 'http://static.apidae-tourisme.com/filestore/objets-touristiques/images/99/35/10167139-fiche.jpg'}, {'url': 'http://static.apidae-tourisme.com/filestore/objets-touristiques/images/49/35/10167089.jpg', 'taille': 1118402, 'hauteur': 992, 'largeur': 826, 'urlFiche': 'http://static.apidae-tourisme.com/filestore/objets-touristiques/images/49/35/10167089-fiche.jpg'}, {'url': 'http://static.apidae-tourisme.com/filestore/objets-touristiques/images/48/35/10167088.jpg', 'taille': 327832, 'hauteur': 567, 'largeur': 850, 'urlFiche': 'http://static.apidae-tourisme.com/filestore/objets-touristiques/images/48/35/10167088-fiche.jpg'}, {'url': 'http://static.apidae-tourisme.com/filestore/objets-touristiques/images/50/35/10167090.jpg', 'taille': 358312, 'hauteur': 683, 'largeur': 1029, 'urlFiche': 'http://static.apidae-tourisme.com/filestore/objets-touristiques/images/50/35/10167090-fiche.jpg'}, {'url': 'http://static.apidae-tourisme.com/filestore/objets-touristiques/images/51/35/10167091.jpg', 'taille': 9732073, 'hauteur': 2848, 'largeur': 4288, 'urlFiche': 'http://static.apidae-tourisme.com/filestore/objets-touristiques/images/51/35/10167091-fiche.jpg'}]
Le Casse Museau;{'postalCode': '69001', 'streetAddress': '2 rue Chavanne', 'addressCountry': 'FR', 'addressLocality': 'Lyon 1er'};45;4.832494;45.765483;restaurants;Entre Rhone et Saône, au détour d’une petite rue Le Casse Museau sera vous dévoiler ses secrets dès la porte franchie.;Maison Historique de la Tante Paulette, Le Casse Museau vous régalera de sa cuisine généreuse et gourmande : de notre gratin dauphinois, à notre riz de veau, en passant par notre poulet à l’ail sans oublier notre célèbre tarte praline autant de moment qui vous rappelleront la cuisine de nos grands mères.;[{'Téléphone': '04 78 32 64 42'}, {'Mél': 'lecassemuseau@gmail.com'}, {'Site web (URL)': 'https://lecassemuseau.com/'}, {'Page facebook': 'https://www.facebook.com/LeCasseMuseau'}];Toute l'année  Ouverture le mardi, mercredi, jeudi, vendredi et samedi de 12h à 13h30 et de 19h à 21h30. Fermetures exceptionnelles les 1er janvier et 25 décembre.;A la carte : de 19 à 22 € Menu adulte : de 32,50 à 36,50 €. ;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/47/145/18977071.jpeg', 'taille': 3646624, 'hauteur': 4032, 'largeur': 3024, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/47/145/18977071-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/42/145/18977066.jpeg', 'taille': 112085, 'hauteur': 682, 'largeur': 1024, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/42/145/18977066-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/39/145/18977063.jpeg', 'taille': 63406, 'hauteur': 1024, 'largeur': 768, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/39/145/18977063-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/40/145/18977064.jpeg', 'taille': 77805, 'hauteur': 947, 'largeur': 740, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/40/145/18977064-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/41/145/18977065.jpeg', 'taille': 94834, 'hauteur': 750, 'largeur': 931, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/41/145/18977065-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/43/145/18977067.jpeg', 'taille': 45292, 'hauteur': 450, 'largeur': 800, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/43/145/18977067-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/44/145/18977068.jpeg', 'taille': 73762, 'hauteur': 450, 'largeur': 800, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/44/145/18977068-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/45/145/18977069.jpeg', 'taille': 4387405, 'hauteur': 3024, 'largeur': 4032, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/45/145/18977069-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/46/145/18977070.jpeg', 'taille': 4258351, 'hauteur': 4032, 'largeur': 3024, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/46/145/18977070-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/48/145/18977072.jpeg', 'taille': 1510046, 'hauteur': 4032, 'largeur': 3024, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/48/145/18977072-fiche.jpg'}]
Stella d’Oro;{'postalCode': '69002', 'streetAddress': '3 rue Stella', 'addressCountry': 'FR', 'addressLocality': 'Lyon 2ème'};45;4.83647;45.760645;restaurants;Restaurant pizzeria en centre-ville, à deux pas de la place de la République, ambiance conviviale, pizzas et spécialités italiennes à des prix raisonnables.;;[{'Téléphone': '04 78 37 60 81'}, {'Tripadvisor': 'https://www.tripadvisor.fr/Restaurant_Review-g187265-d2371102-Reviews-Stella_d_Oro-Lyon_Rhone_Auvergne_Rhone_Alpes.html'}];Du 01/01 au 31/12  Ouverture le mardi, mercredi, jeudi, vendredi et samedi de 12h à 14h15 et de 19h à 23h30. Fermetures exceptionnelles les 1er janvier, Lundi de Pâques, Jeudi de l'Ascension, Lundi de Pentecôte, 1er mai, 8 mai, 14 juillet, 15 août, 1er novembre, 11 novembre et 25 décembre. Fermé en Août et la semaine de Noël.;A la carte : de 10,50 à 20,20 € Bouteille deau : de 3,60 à 4,80 € Café : 1,90 € Vins : de 12 à 29,60 €. ;[{'url': 'http://static.apidae-tourisme.com/filestore/objets-touristiques/images-principales/236/219/515052.jpg', 'taille': 73097, 'hauteur': 760, 'largeur': 1150, 'urlFiche': 'http://static.apidae-tourisme.com/filestore/objets-touristiques/images-principales/236/219/515052-fiche.jpg'}, {'url': 'http://static.apidae-tourisme.com/filestore/objets-touristiques/images/237/219/515053.jpg', 'taille': 103895, 'hauteur': 1150, 'largeur': 760, 'urlFiche': 'http://static.apidae-tourisme.com/filestore/objets-touristiques/images/237/219/515053-fiche.jpg'}, {'url': 'http://static.apidae-tourisme.com/filestore/objets-touristiques/images/238/219/515054.jpg', 'taille': 65385, 'hauteur': 760, 'largeur': 1150, 'urlFiche': 'http://static.apidae-tourisme.com/filestore/objets-touristiques/images/238/219/515054-fiche.jpg'}, {'url': 'http://static.apidae-tourisme.com/filestore/objets-touristiques/images/239/219/515055.jpg', 'taille': 87635, 'hauteur': 1150, 'largeur': 760, 'urlFiche': 'http://static.apidae-tourisme.com/filestore/objets-touristiques/images/239/219/515055-fiche.jpg'}]
Coffee Shop - Slo Lyon Les Pentes;{'postalCode': '69001', 'streetAddress': '21 rue Alsace Lorraine', 'addressCountry': 'FR', 'addressLocality': 'Lyon 1er'};45;4.836758;45.770689;restaurants;Bienvenue au Coffee Shop Away Hostel, sur les pentes de la Croix-Rousse ! Ouvert aux voyageurs et aux lyonnais, le coffee-shop propose des boissons chaudes, froides, pâtisseries, lunch et brunch maison dans un cadre convivial, design et confortable.;Pour mixer voyageurs du monde entier et locaux, le coffee shop est ouvert à tous les Lyonnais et propose une sélection de boissons chaudes et froides (Latte, Cappuccino, Thé, Limonade maison, etc.) accompagnés de pâtisseries maison (scones, cake, brownies, etc.).    Le midi, la cheffe Mégane vous propose des plats du jour bon marché, équilibrés, à base de produits locaux de saison (tartes, cakes salés,...).    Pour le petit-déjeuner, le lunch ou le brunch le dimanche, découvrez un coffee shop original dans une ambiance internationale. Idéal pour une pause gourmande, rencontrer des voyageurs ou un rendez-vous professionnel !;[{'Téléphone': '04 78 98 53 20'}, {'Mél': 'lyonlespentes@slohostels.com'}, {'Site web (URL)': 'https://slohostels.com/fr/lyon-les-pentes/'}];Toute l'année, tous les jours de 8h à 18h. Brunch le dimanche de 11h à 15h.;Menu du jour : à partir de 13,50 € (formule plat + dessert du lundi au vendredi) Petit déjeuner : à partir de 7 €.   Brunch à partir de 23€ par personne.;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/128/83/10179456.jpg', 'taille': 797142, 'hauteur': 2002, 'largeur': 3000, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/128/83/10179456-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/129/83/10179457.jpg', 'taille': 2736494, 'hauteur': 5615, 'largeur': 3617, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/129/83/10179457-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/141/83/10179469.jpg', 'taille': 3126034, 'hauteur': 1935, 'largeur': 2900, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/141/83/10179469-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/142/83/10179470.jpg', 'taille': 1529352, 'hauteur': 1736, 'largeur': 2600, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/142/83/10179470-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/143/83/10179471.jpg', 'taille': 1949596, 'hauteur': 2129, 'largeur': 3200, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/143/83/10179471-fiche.jpg'}]
Daniel et Denise Croix-Rousse;{'postalCode': '69004', 'streetAddress': '8 rue de Cuire', 'addressCountry': 'FR', 'addressLocality': 'Lyon 4ème'};45;4.830831;45.775444;restaurants;Le Chef Joseph Viola, Meilleur Ouvrier de France, avec son 3ème établissement à la Croix-Rousse, cultive l’art d’une cuisine lyonnaise centrée sur le produit et le terroir dans une ambiance conviviale et décontractée.;;[{'Téléphone': '04 78 28 27 44'}, {'Mél': 'croixrousse@danieletdenise.fr'}, {'Site web (URL)': 'http://www.daniel-et-denise.fr'}];Toute l'année  Ouverture le mardi, mercredi, jeudi, vendredi et samedi de 12h à 14h et de 19h à 22h. Fermetures exceptionnelles les 1er janvier, 1er mai, 14 juillet, 15 août, 1er novembre et 25 décembre.;Menu adulte : 33 € Menu dégustation : 40 € Menu enfant : 15 € Menu du jour : 21 €. ;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/138/251/10222474.jpg', 'taille': 5840496, 'hauteur': 3024, 'largeur': 4032, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/138/251/10222474-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/139/251/10222475.jpg', 'taille': 5224161, 'hauteur': 2897, 'largeur': 3863, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/139/251/10222475-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/134/251/10222470.jpg', 'taille': 1247972, 'hauteur': 1333, 'largeur': 2000, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/134/251/10222470-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/141/251/10222477.jpg', 'taille': 1089989, 'hauteur': 1169, 'largeur': 1559, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/141/251/10222477-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/113/102/15754865.jpg', 'taille': 1686488, 'hauteur': 7360, 'largeur': 4912, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/113/102/15754865-fiche.jpg'}]
Pimprenelle - Salon de Thé;{'postalCode': '69002', 'streetAddress': '13 rue Quatre Chapeaux', 'addressCountry': 'FR', 'addressLocality': 'Lyon 2ème'};45;4.834666;45.761991;restaurants;Un moment de détente, dans un lieu pétillant aux odeurs denfance où vous pouvez déguster brioches, cheese cake et autres gourmandises, en buvant du chocolat chaud ou du thé aux mille saveurs.;Lenvie dun INSTANT où tout sarrête, où on pense à soi :  - INSTANT DU MATIN, avec proposition de chocolats chauds, thés, cafés, brioche à la praline, cakes, tartines et  confitures.  - INSTANT DU MIDI avec tartines froides ou chaudes,  salades, soupes maison et trios de légumes cuisinés.  - INSTANT DU GOÛTER avec gaufres et gourmandises maisons.  - INSTANT DE DÉTENTE après le travail avec terrine ou saucisson à partager entre amis en buvant un verre de vin ou de champagne.    Et pour faire durer les instants, on peut acheter du thé, du chocolat et même un pot de confiture.;[{'Téléphone': '04 78 38 29 84'}, {'Mél': 'pimprenellerestaurant@gmail.com'}, {'Page facebook': 'https://www.facebook.com/Pimprenelle-Lyon-514140682122678/'}];Toute l'année, tous les mercredis, jeudis, vendredis, samedis et dimanches de 8h à 19h. Fermetures exceptionnelles les 1er mai et 25 décembre.;À la carte : de 11,50 à 17 €  Plat du jour : de 11,90 à 12,90 €.  Brunch et petit-déjeuner : 13 €, 17€ ou 28 €;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/0/250/9435648.jpeg', 'taille': 5314060, 'hauteur': 3000, 'largeur': 3000, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/0/250/9435648-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/1/250/9435649.jpeg', 'taille': 3720359, 'hauteur': 3000, 'largeur': 1996, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/1/250/9435649-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/2/250/9435650.jpeg', 'taille': 4645520, 'hauteur': 3000, 'largeur': 3000, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/2/250/9435650-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/3/250/9435651.jpeg', 'taille': 2999037, 'hauteur': 3000, 'largeur': 3000, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/3/250/9435651-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/4/250/9435652.jpeg', 'taille': 4719096, 'hauteur': 2400, 'largeur': 3000, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/4/250/9435652-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/5/250/9435653.jpeg', 'taille': 2916713, 'hauteur': 1996, 'largeur': 3000, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/5/250/9435653-fiche.jpg'}]
LEffet Canopée;{'postalCode': '69001', 'streetAddress': '18 Rue des Capucins', 'addressCountry': 'FR', 'addressLocality': 'Lyon 1er'};45;4.83467;45.769343;restaurants;Un lieu atypique divisé en trois espaces : une boutique daccessoires de mode et de décoration, un espace dateliers créatifs et un espace salon de thé.;;[{'Téléphone': '09 83 46 63 97'}, {'Mél': 'contact@leffetcanopee.com'}, {'Site web (URL)': 'https://leffetcanopee.fr/'}, {'Page facebook': 'https://www.facebook.com/leffetcanopee/'}];Toute l'année. Tous les jours  Ouverture le mardi, mercredi et jeudi de 10h à 13h15 et de 14h à 17h45. Le vendredi et samedi de 10h à 17h45. Fermé lundi et dimanche.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/32/219/3529504.jpg', 'taille': 147393, 'hauteur': 410, 'largeur': 1200, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/32/219/3529504-fiche.jpg'}]
