name;address;visit_duration;long;lat;category_id;shortdescription;longdescription;contact;opening;tarif;illustration
LEffet Canopée;"{""postalCode"": '69001', ""streetAddress"": '18 Rue des Capucins', ""addressLocality"": 'Lyon 1er'}";45;4.83467;45.769343;3;Un lieu atypique divisé en trois espaces : une boutique daccessoires de mode et de décoration, un espace dateliers créatifs et un espace salon de thé.;;[{'Téléphone': '09 83 46 63 97'}, {'Mél': 'contact@leffetcanopee.com'}, {'Site web (URL)': 'https://leffetcanopee.fr/'}, {'Page facebook': 'https://www.facebook.com/leffetcanopee/'}];Toute l'année. Tous les jours  Ouverture le mardi, mercredi et jeudi de 10h à 13h15 et de 14h à 17h45. Le vendredi et samedi de 10h à 17h45. Fermé lundi et dimanche.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/32/219/3529504.jpg', 'taille': 147393, 'hauteur': 410, 'largeur': 1200, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/32/219/3529504-fiche.jpg'}]
Le Palais du Commerce et la Bourse;"{""postalCode"": '69002', ""streetAddress"": '20 rue de la Bourse', ""addressLocality"": 'Lyon 2ème'}";15;4,836216;45,76435;2;Sur 11 500 m², le Palais du Commerce et la Bourse, salle de la Corbeille, ont été construits de 1854 à 1860 par larchitecte lyonnais René Dardel (1796-1871) dans le style Second Empire. Ils furent inaugurés le 25 août 1860 par Napoléon III.;Classé Monument Historique en 1994, le Palais du Commerce appartient à la Ville de Lyon et est mis à disposition de la Chambre de Commerce et dIndustrie de Lyon (CCI).  Côté place des Cordeliers, une sculpture en bas-relief représente une allégorie du Rhône et de la Saône, homme pour le Rhône sur la partie supérieure et femme pour la Saône dans la partie inférieure.;[{'Téléphone': '04 72 40 58 58'}, {'Yelp': 'http://www.yelp.com/biz/palais-de-la-bourse-lyon'}, {'Mél': 'infos@lyon-metropole.cci.fr'}, {'Site web (URL)': 'http://www.lyon.cci.fr'}];;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images-principales/114/24/333938.jpg', 'taille': 132675, 'hauteur': 1150, 'largeur': 766, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images-principales/114/24/333938-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/115/24/333939.jpg', 'taille': 135811, 'hauteur': 1150, 'largeur': 766, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/115/24/333939-fiche.jpg'}]
La fouille archéologique du quartier Saint Antoine;"{""postalCode"": '69002', ""streetAddress"": 'Quai Saint Antoine', ""addressLocality"": 'Lyon 2ème'}";15;4,831234;45,761663;2;Dans le cadre de laménagement des rives de Saône, des recherches et une fouille sont menées en accompagnement de la construction du parking Saint-Antoine. Elles permettront de mieux connaître les liens unissant la ville à la rivière au fil des siècles.;Grâce au diagnostic réalisé en 2009, par le biais de sept sondages ouverts en des endroits stratégiques, les archéologues remontent le temps, du 19ème siècle au Ier siècle : ils découvrent les rails du tramway qui longeait les berges au 19ème - 20ème siècle, ainsi qu’une partie du quai, dont la construction a nécessité la destruction des habitations antérieures. Les caves et les égouts maçonnés datant du 16ème siècle, mis au jour sur le quai, attestent une occupation continue.  Les sondages réalisés place d’Albon révèlent, outre un puits médiéval ainsi que trois murs, datant du Moyen Age, la présence de traces de pieux antiques et de piquets médiévaux, qui soutenaient une structure légère.  Des études géomorphologiques, menées sous forme de carottages, attestent une présence humaine dès le Ier siècle grâce à la présence de tessons de céramique , permettent d’identifier des dépôts alluvionnaires témoignant de l’existence de bras du Rhône, asséchés suite à une intervention humaine dès le tournant du Ier siècle.    Sur la base des résultats des sondages, qui ont mis au jour une occupation et une évolution du quai Saint-Antoine, de l’Antiquité à nos jours, l’Etat (DRAC Rhône-Alpes - SRA) a prescrit une fouille archéologique exhaustive confiée par LPA au Service archéologique de la Ville de Lyon. Elle pourrait permettre le dégagement de la culée du pont du Change, qui reliait la colline de Fourvière à la Presqu’île jusqu’à sa destruction en 1847, et des aménagements portuaires de la rive gauche de la Saône de l’Antiquité jusqu’au 19ème siècle.;[{'Téléphone': '04 72 00 12 12'}, {'Mél': 'archeologie@mairie-lyon.fr'}, {'Site web (URL)': 'http://www.archeologie.lyon.fr/archeo/'}];;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/236/12/724204.jpg', 'taille': 2031487, 'hauteur': 3000, 'largeur': 4000, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/236/12/724204-fiche.jpg'}]
Péniche La Passagère;"{""postalCode"": '69003', ""streetAddress"": 'Face au 10 quai Victor Augagneur', ""addressLocality"": 'Lyon 3ème'}";30;4,841117;45,760524;5;Pub celtic, anglophone sur un ancien petit ferry breton construit dans les années cinquante.;Pub irlandais sur un bateau amarré sur le Rhône, le long des Berges.;[{'Téléphone': '04 72 73 36 98'}];Annulé ou fermé en raison du Covid-19.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images-principales/26/133/361754.jpg', 'taille': 53866, 'hauteur': 600, 'largeur': 800, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images-principales/26/133/361754-fiche.jpg'}]
Temple du Change;"{""postalCode"": '69005', ""streetAddress"": '2 Rue de la Loge', ""addressLocality"": 'Lyon 5ème'}";15;4,828064;45,764363;2;Construit de 1748 à 1750 par larchitecte Jean-Baptiste Roche, Soufflot en a donné les plans et élévations. La loge du Change a été utilisée par les commerçants lyonnais jusqu’à la Révolution, puis abandonnée. Il fut attribué aux Protestants en 1803.;L’orgue date de 1858, 8 jeux sur un clavier de 54 notes et pédale en tirasse de 18 notes.;[{'Téléphone': '04 78 34 16 85'}, {'Site web (URL)': 'http://www.protestants-lyon.org'}, {'Site web (URL)': 'http://www.templeduchange.fr'}];Ouvert les samedis après-midi et pour les cultes le dim à 10h30;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images-principales/113/77/347505.jpg', 'taille': 193950, 'hauteur': 600, 'largeur': 800, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images-principales/113/77/347505-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/245/174/44789.jpg', 'taille': 164607, 'hauteur': 800, 'largeur': 600, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/245/174/44789-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/246/174/44790.jpg', 'taille': 119749, 'hauteur': 800, 'largeur': 532, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/246/174/44790-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/114/77/347506.jpg', 'taille': 32937, 'hauteur': 332, 'largeur': 500, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/114/77/347506-fiche.jpg'}]
Matmut Stadium de Gerland;"{""postalCode"": '69007', ""streetAddress"": '353 avenue Tony Garnier', ""addressLocality"": 'Lyon 7ème'}";15;4,831794;45,726732;2;De conception inspirée de lAntiquité, cest lun des plus anciens stades de France, bâti par Tony Garnier en 1919 et rénové en 1998 pour accueillir la Coupe du Monde de football. Aujourd’hui, il est devenu l’antre du LOU, équipe de rugby de Lyon.;Pour la Coupe du Monde de Football en 1998, l’équipe d’architectes Agibat-Constantin a restructuré les 2 virages quils ont recouverts d’une toile textile. Le stade offre 43 051 places.  2 grandes statues de lions de bronze ornent chaque côté de la porte principale. Elles proviennent du pont de la Feuillée et ont été sorties de la Saône après le bombardement du pont en 1945. Cest le maire Louis Pradel qui les a sauvées de la fonderie et fait installer au stade en 1964.;[{'Mél': 'evenements@lourugby.fr'}, {'Site web (URL)': 'https://www.lou-events.fr/'}, {'Page facebook': 'https://www.facebook.com/louevents.matmutstadium/'}];;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/9/45/13249801.jpg', 'taille': 442406, 'hauteur': 1545, 'largeur': 3072, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/9/45/13249801-fiche.jpg'}]
Chapelle Saint Joseph;"{""name"": 'Hôtel de Ville', ""postalCode"": '69300', ""streetAddress"": 'Place du Docteur F. Dugoujon', ""addressLocality"": 'Caluire-et-Cuire'}";15;4,842443;45,79677;2;Construite entre 1885 et 1888 par l’architecte Sainte Marie Perrin, cette chapelle est dédiée à Jésus Christ et est l’ancienne chapelle des Frères des Ecoles chrétiennes qui occupaient le bâtiment où se trouve actuellement l’Hôtel de Ville.;Elle est partiellement inscrite à l’inventaire des Monuments Historiques. Son décor exubérant et ornement végétal très riche, sont dus au peintre Gaspard Poncet, et au sculpteur Paul-Emile Millefaud. Lucien Bégule est son maître verrier.  Des concerts y ont lieu pendant les mois doux de l’année.  Le site internet de la mairie propose une visite virtuelle de la chapelle extérieure et intérieure.;[{'Téléphone': '04 78 98 80 66'}, {'Mél': 'mairie@ville-caluire.fr'}, {'Site web (URL)': 'http://www.ville-caluire.fr'}];;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images-principales/144/68/345232.jpg', 'taille': 113107, 'hauteur': 470, 'largeur': 630, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images-principales/144/68/345232-fiche.jpg'}]
Chez Bànôi Lyon;"{""postalCode"": '69003', ""streetAddress"": '152 bis rue Moncey', ""addressLocality"": 'Lyon 3ème'}";45;4.852659;45.763636;3;Chez Bànôi est un restaurant qui vous transporte au Vietnam grâce à sa cuisine traditionnelle savoureuse et authentique. La Cheffe Bànôi vous préparera des plats à base dingrédients frais et de qualité.;Bienvenue à Chez Bànôi Lyon, un restaurant vietnamien à Lyon offrant une expérience culinaire authentique.     Découvrez la variété de plats incontournables et délicieux, tels que des Bò bún, des soupes Phở, des plats mijotés ou des nouilles sautées.    Le restaurant offre une alternative végan sur tous ses plats, de l’entrée au dessert.     Le décor élégant et moderne crée une ambiance conviviale et chaleureuse pour profiter d’un repas entre amis ou en famille.     Avec des critiques Google positives et des distinctions pour l’excellence culinaire et la qualité de son service, Chez Bànôi est l’endroit idéal pour découvrir la cuisine vietnamienne à Lyon.;[{'Téléphone': '07 85 82 55 17'}, {'Tripadvisor': 'https://www.tripadvisor.fr/Restaurant_Review-g187265-d13783816-Reviews-Chez_Banoi-Lyon_Rhone_Auvergne_Rhone_Alpes.html'}, {'Mél': 'chezbanoi@gmail.com'}, {'Site web (URL)': 'https://chezbanoi.com/'}, {'Page facebook': 'https://www.facebook.com/pages/Chez-Banoi/265655127301696'}];Toute l'année  Ouverture le lundi, mardi, mercredi, jeudi, vendredi et samedi de 11h45 à 14h. Le mardi, mercredi, jeudi, vendredi et samedi de 18h45 à 22h.;A la carte : de 15 à 30 € Menu enfant : 10 € Plat du jour : 15 €. ;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/160/123/16808864.jpg', 'taille': 8316530, 'hauteur': 4304, 'largeur': 3884, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/160/123/16808864-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/159/123/16808863.jpg', 'taille': 276488, 'hauteur': 800, 'largeur': 1200, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/159/123/16808863-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/161/123/16808865.jpg', 'taille': 7536035, 'hauteur': 4281, 'largeur': 4000, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/161/123/16808865-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/162/123/16808866.jpg', 'taille': 313004, 'hauteur': 682, 'largeur': 1022, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/162/123/16808866-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/163/123/16808867.jpg', 'taille': 2847304, 'hauteur': 3823, 'largeur': 2800, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/163/123/16808867-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/164/123/16808868.jpg', 'taille': 2845354, 'hauteur': 3080, 'largeur': 2800, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/164/123/16808868-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/165/123/16808869.jpg', 'taille': 232970, 'hauteur': 951, 'largeur': 1043, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/165/123/16808869-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/166/123/16808870.jpg', 'taille': 258497, 'hauteur': 996, 'largeur': 1130, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/166/123/16808870-fiche.jpg'}]
Musée de lImprimerie et de la communication graphique;"{""postalCode"": '69002', ""streetAddress"": '13 rue de la Poulaillerie', ""addressLocality"": 'Lyon 2ème'}";60;4,834746;45,764245;6;Dans la ville qui fut l’une des capitales de limprimerie aux 15ème et 16ème siècles, le Musée de lImprimerie offre un panorama unique de l’histoire du livre et des techniques graphiques sur 1750 m².;"Le Musée dispose dun riche patrimoine, reconnu internationalement, qui couvre tous les aspects de lhistoire de limprimerie, du livre, de lédition, de limage, du design graphique. Plusieurs fonds ou documents sont par ailleurs exceptionnels, parmi lesquels  : rare exemplaire du Placard contre la Messe (1534), affiche placardée sur la porte de François 1er à Amboise et qui fut lun des déclencheurs des guerres de religion ; premier livre imprimé avec des illustrations dans le texte ; ensemble de bois gravés ayant servi à imprimer des bibles lyonnaises du XVIe au XVIIIe siècle ; affiche dun combat danimaux féroces  en plein Paris (1732) ; presse à imprimer clandestine ; ensemble de travaux de ville en chromolithographie, dons dimprimeries régionales ; fonds et documents relatifs à linvention de la photocomposition, dont les brevets furent déposés place Bellecour à Lyon en juillet 1944 par deux inventeurs rhônalpins, René Higonnet et Louis Moyroud. Les deux auteurs de cette invention, qui a fait le tour du monde et bouleversé les industries graphiques de la planète, ont fait don au Musée de leurs archives scientifiques et commerciales, correspondance et documentation technique. Le Musée présente ainsi ce fonds unique au monde, où le visiteur découvre que le disque de la Lumitype Photon, pesant 600 grammes, a remplacé les tonnes de plomb de limprimerie traditionnelle.      Une large place est également dédiée à la lithographie et à la chromolithographie, qui devint au XIXe siècle la technique graphique permettant une véritable démocratisation de limage et de la couleur. Là aussi, des documents très rares ou très humbles illustrent cette technique, largement utilisée jusquau début du XXe siècle pour produire les publicités et réclames les plus diverses.     Des procédés photomécaniques aux débuts de lordinateur, le Musée emmène le visiteur sur les chemins de la créativité graphique avec de multiples documents et objets, machine et matrices dimpression.   Le Musée de limprimerie propose parallèlement à sa collection permanente 3, voire 4 expositions temporaires annuelles. De multiples activités dans le domaine graphique sont proposées à tous et à tous âges : typographie, gravure, illustration, calligraphie latine et arabe, reliure... Tous ces ateliers sont encadrés par des professionnels.    Possibilité de visites pour groupes en anglais.  Pour les ateliers, le matériel est fourni sauf cas particuliers signalés lors de linscription. Seul le rez-de-chaussée où se trouve latelier de typographie est accessible aux personnes en fauteuil. Accueil et accompagnement adapté aux personnes ayant une déficience sensorielle.  Personnel de médiation sensibilisé à  laccueil des personnes en situation de handicap.  Visites-ateliers avec manipulation du matériel dimprimerie pour les personnes malvoyantes et les personnes à handicap mental.";[{'Téléphone': '04 78 37 65 98'}, {'Téléphone': '04 37 23 65 43'}, {'Yelp': 'http://www.yelp.com/biz/mus%C3%A9e-de-l-imprimerie-lyon-2'}, {'Mél': 'mil@mairie-lyon.fr'}, {'Mél': 'resa-mil@mairie-lyon.fr'}, {'Site web (URL)': 'http://www.imprimerie.lyon.fr'}];Toute l'année. Tous les jours de 10h30 à 18h. Fermé lundi et mardi. Fermetures exceptionnelles les 1er janvier, 1er mai, 1er novembre et 25 décembre.;Plein tarif : de 8 à 6 € (8€ : expositions temporaires de longue durée, 6€ : expositions dossiers) Tarif réduit : de 6 à 4 € Etudiant : de 4 à 6 € (pour les 18/25 ans) Groupe adultes : de 135 à 185 € (1h : 135€, 1h30 : 160€, 2h : 185€, de 10 à 25 personnes).   Gratuit pour les moins de 18 ans, les demandeurs demploi, les personnes handicapées et leurs accompagnants.  Gratuit avec la Lyon City Card.  Carte musées municipaux : 25 € pour 1 an, gratuite pour les chômeurs, les personnes handicapés et les - de 18 ans . Valable aussi pour les expositions.  Pass Cité : gratuit pour les habitants des villes jumelées.;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/44/36/4662316.jpg', 'taille': 378220, 'hauteur': 1280, 'largeur': 960, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/44/36/4662316-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/50/36/4662322.jpg', 'taille': 4095042, 'hauteur': 2448, 'largeur': 3264, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/50/36/4662322-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/53/36/4662325.jpg', 'taille': 2925486, 'hauteur': 3456, 'largeur': 5184, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/53/36/4662325-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/58/36/4662330.jpg', 'taille': 392539, 'hauteur': 1200, 'largeur': 1600, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/58/36/4662330-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/86/36/4662358.jpg', 'taille': 431723, 'hauteur': 1058, 'largeur': 1920, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/86/36/4662358-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/93/36/4662365.jpg', 'taille': 388549, 'hauteur': 960, 'largeur': 1280, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/93/36/4662365-fiche.jpg'}]
Barrage Hydroélectrique de Jonage;"{""postalCode"": '69330', ""streetAddress"": 'Chemin du Canal de Jonage', ""addressLocality"": 'Meyzieu'}";15;5,022798;45,789927;2;Implanté à lest de la commune de Meyzieu, le barrage de Jonage de 154 m de long et en pierre de taille, appartient à laménagement hydroélectrique de Cusset.;Il fait partie de laménagement primitif de la fin du 19ème siècle destiné à alimenter lusine aval et régler le débit du canal.   Sa construction est contemporaine du chantier de lusine, confié à la Société Lyonnaise des Forces Motrices du Rhône, débuté en 1894 et achevé en 1899. Bien que le barrage se trouve presque implanté sur la commune de Meyzieu, il porte le nom de la commune limitrophe de Jonage, et celui du canal quil franchit.    Le site exploité par le GEHMEC (Groupe dExploitation Hydraulique Mixte EDF-Compagnie Nationale du Rhône) de Lyon est inaccessible au public.;[{'Téléphone': '04 72 00 69 69'}, {'Mél': 'cnr.lyon@cnr.tm.fr'}, {'Site web (URL)': 'http://www.cnr.tm.fr'}];Du 01/01 au 31/12, tous les jours.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/134/14/1576582.jpg', 'taille': 77596, 'hauteur': 400, 'largeur': 600, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/134/14/1576582-fiche.jpg'}]
La Mie du Roule;"{""postalCode"": '69350', ""streetAddress"": '2 Rue du Navarre', ""addressLocality"": 'La Mulatière'}";45;4.811169;45.729444;3;Boulangerie et snack.;Boulangerie proposant un large choix de snacks tels que des sandwichs, hamburgers, tacos et pizza.;[{'Téléphone': '09 86 22 37 47'}, {'Site web (URL)': 'https://la-mie-du-roule-la-mulatiere.eatbu.com'}];Toute l'année, tous les jours. Ouvert de 6h30 à 14h, puis de 16h00 à 21h30.;A la carte : de 5 à 10 €. ;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/94/146/7180894.jpg', 'taille': 392836, 'hauteur': 1280, 'largeur': 1920, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/94/146/7180894-fiche.jpg'}]
Hanoï Cà Phê;"{""name"": 'Pôle de commerces et de loisirs Confluence', ""postalCode"": '69002', ""streetAddress"": '112 cours Charlemagne', ""addressLocality"": 'Lyon 2ème'}";45;4.817726;45.741009;3;Au coeur du centre commercial Confluence, le restaurant Hanoi Cà Phê est la nouvelle cantine populaire vietnamienne de référence.;;[{'Téléphone': '04 78 59 26 90'}, {'Site web (URL)': 'http://www.hanoi-caphe.com/'}];Toute l'année, tous les jours de 10h à 23h.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/120/178/7516792.jpg', 'taille': 2536068, 'hauteur': 3197, 'largeur': 4795, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/120/178/7516792-fiche.jpg'}]
Musée Cinéma et Miniature;"{""name"": 'Maison des Avocats', ""postalCode"": '69005', ""streetAddress"": '60 rue Saint-Jean', ""addressLocality"": 'Lyon 5ème'}";60;4,827342;45,761928;6;Deux collections uniques de l’artiste Dan Ohlmann : les 120 scènes miniatures et plus de 450 objets mythiques de tournage révélant les techniques d’effets spéciaux de nos grands studios de cinéma.;Pénétrez dans de vastes décors ayant servi aux tournages de films et découvrez une riche collection dobjets authentiques de tournages, issus des plus grands studios de cinéma européens et américains. Huit salles pédagogiques illustrées de miniatures, animatroniques, masques, prothèses, robots, costumes, créatures et monstres en tout genre, révèlent bien des secrets sur les techniques des effets spéciaux employés au cinéma. De Spiderman à Mrs Doubtfire en passant par Le 5ème Elément et Gremlins, plus de 450 pièces mythiques de films nous ravissent tout au long de cette plongée dans les coulisses très secrètes du cinéma.  Admirez en exclusivité sur Lyon la collection complète des scènes en miniature de Dan Ohlmann qui sont des reproductions fidèles à léchelle 1/12ème de nos espaces de vie. Ses micro-décors confondant de réalisme sont entourés de plus de 1000 chefs-doeuvre de patience et de dextérité réalisés par différents artistes miniaturistes venus du monde entier.  En découvrant lunivers magique de Dan Ohlmann ainsi que son propre atelier, visible de lextérieur, vous partirez pour un voyage dans une autre dimension.;[{'Téléphone': '04 72 00 24 77'}, {'Mél': 'contact@museeminiatureetcinema.fr'}, {'Site web (URL)': 'https://www.museeminiatureetcinema.fr/'}, {'Page facebook': 'https://www.facebook.com/museeminiatureetcinema'}];Ouverture le lundi, mardi, mercredi, jeudi et vendredi de 10h à 18h30. Le samedi et dimanche de 10h à 19h.  Fermeture de la billetterie à 17h30 du lundi au vendredi, à 18h les samedis et dimanches.  Le Musée est ouvert tous les jours de 10h à 19h pendant les vacances scolaires. (fermeture billetterie à 18h).  Fermetures exceptionnelles les 1er janvier et 25 décembre.;Plein tarif : 15,90 € Tarif réduit : 13,90 € (Presse, militaire, personne en situation dhandicap,  enseignant, étudiant, chômage, RSA, senior dès 60 ans sur présentation de justificatif) Enfant (4-15 ans) : 10,90 € (de 4 ans à 15 ans inclus).   Gratuit pour les moins de 4 ans.  Tarif groupe à partir de 10 personnes.  Forfait famlile à 48€ pour  2 adultes + 2 enfants (9,90 par enfant supplémentaire)  Inclus avec la Lyon City Card / Lyon City Card 365 et la Carte PassRégion.;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/58/201/18598202.jpg', 'taille': 196690, 'hauteur': 1080, 'largeur': 1200, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/58/201/18598202-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/224/203/16632800.jpg', 'taille': 1506251, 'hauteur': 1488, 'largeur': 2126, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/224/203/16632800-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/25/204/16632857.jpg', 'taille': 536243, 'hauteur': 1394, 'largeur': 1920, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/25/204/16632857-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/33/204/16632865.jpg', 'taille': 628120, 'hauteur': 2657, 'largeur': 3543, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/33/204/16632865-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/41/204/16632873.jpg', 'taille': 5728991, 'hauteur': 3024, 'largeur': 4032, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/41/204/16632873-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/206/203/16632782.jpg', 'taille': 673287, 'hauteur': 1280, 'largeur': 1920, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/206/203/16632782-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/183/203/16632759.jpg', 'taille': 2376909, 'hauteur': 1652, 'largeur': 2480, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/183/203/16632759-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/232/203/16632808.jpg', 'taille': 544403, 'hauteur': 1280, 'largeur': 1920, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/232/203/16632808-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/15/204/16632847.jpg', 'taille': 447068, 'hauteur': 1566, 'largeur': 1920, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/15/204/16632847-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/239/203/16632815.jpg', 'taille': 1000750, 'hauteur': 2361, 'largeur': 1572, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/239/203/16632815-fiche.jpg'}]
